Tanggal,IN / OUT,Nomor GDN/GRN,Gudang,Dari/Kepada-Masking,Nama Barang,Merk/Jenis-Deleted,Satuan, Masuk, Keluar,Nilai, Jumlah,Berat,Total Berat
27-Mar-20,OUT,27.03,G2,PMI Kabupaten Cianjur,Masker Bedah,3 Ply,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
27-Mar-20,OUT,27.03,G2,PMI Kabupaten Cianjur,Sarung Tangan Latex,Nitril,Pcs,,200,"Rp1,500","Rp300,000",0.006,1.2
27-Mar-20,OUT,27.03,G3,PMI Kabupaten Cianjur,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
27-Mar-20,OUT,27.03,G5,PMI Kabupaten Cianjur,Hand Sanitizer 20 Liter,20 liter,Jerigen,,1,"Rp700,000","Rp700,000",20,20
27-Mar-20,OUT,27.03,G5,PMI Kabupaten Cianjur,Disinfektan 20 Liter,20 Liter,Jerigen,,6,"Rp330,000","Rp1,980,000",20,120
27-Mar-20,IN,27.03,G5,Swasta,Disinfektan 20 Liter,20 Liter,Jerigen,150,,"Rp330,000","Rp49,500,000",20,3000
27-Mar-20,IN,27.03,G5,Swasta,Hand Sanitizer 20 Liter,20 liter,Jerigen,50,,"Rp700,000","Rp35,000,000",20,1000
27-Mar-20,OUT,27.04,G2,MP PMI,Masker Bedah,3 Ply,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
27-Mar-20,OUT,27.04,G5,MP PMI,Hand Sanitizer Saku,,Pcs,,36,"Rp26,000","Rp936,000",0.1,3.6
27-Mar-20,OUT,27.05,G2,PMI Provinsi Maluku,Masker Bedah,3 Ply,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
27-Mar-20,OUT,27.05,G3,PMI Provinsi Maluku,Sprayer,Elektrik,Unit,,20,"Rp650,000","Rp13,000,000",7.3,146
27-Mar-20,OUT,27.05,G5,PMI Provinsi Maluku,Hand Sanitizer Saku,,Pcs,,6,"Rp26,000","Rp156,000",0.1,0.6
27-Mar-20,OUT,27.06,G2,Tim Depo,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
27-Mar-20,OUT,27.06,G1,Tim Depo,Sepatu Boot,AP Boot,Pasang,,5,"Rp165,000","Rp825,000",1.8,9
27-Mar-20,OUT,27.06,G1,Tim Depo,Jas Hujan ,3 Layer,Pcs,,5,"Rp121,000","Rp605,000",0.8,4
27-Mar-20,OUT,27.06,G2,Tim Depo,Sarung Tangan Latex,Nitril,Pcs,,500,"Rp1,500","Rp750,000",0.006,3
27-Mar-20,OUT,27.06,G5,Tim Depo,Hand Sanitizer Saku,,Pcs,,6,"Rp26,000","Rp156,000",0.1,0.6
27-Mar-20,OUT,27.06,G6,Tim Depo,Kaporit,Tjiwi Kimia,Ember,,42,"Rp500,000","Rp21,000,000",15,630
27-Mar-20,OUT,27.06,G6,Tim Depo,Kaporit,Tjiwi Kimia,Ember,,1,"Rp500,000","Rp500,000",15,15
27-Mar-20,OUT,27.07,G3,Patwal,Sprayer,Elektrik,Unit,,4,"Rp650,000","Rp2,600,000",7.3,29.2
27-Mar-20,OUT,27.07,G5,Patwal,Wipol,,Pouch,,12,"Rp15,500","Rp186,000",0.78,9.36
27-Mar-20,OUT,27.07,G5,Patwal,Virkon,2.5 Kg,Can,,2,"Rp2,200,000","Rp4,400,000",2.5,5
27-Mar-20,OUT,27.07,G5,Patwal,Hand Sanitizer Saku,,Pcs,,27,"Rp26,000","Rp702,000",0.1,2.7
27-Mar-20,OUT,27.07,G2,Patwal,Masker Bedah,3 Ply,Pcs,,150,"Rp7,000","Rp1,050,000",0.006,0.9
27-Mar-20,OUT,27.08,G2,Posko,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
27-Mar-20,OUT,27.08,G5,Posko,Hand Sanitizer 500 ml,,Pcs,,22,"Rp30,000","Rp660,000",0.5,11
27-Mar-20,OUT,27.09,G2,TNI AD,Masker Bedah,3 Ply,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
27-Mar-20,OUT,27.09,G3,TNI AD,Sprayer,Elektrik,Unit,,4,"Rp650,000","Rp2,600,000",7.3,29.2
27-Mar-20,OUT,27.09,G5,TNI AD,Hand Sanitizer 20 Liter,20 liter,Jerigen,,2,"Rp700,000","Rp1,400,000",20,40
27-Mar-20,OUT,27.09,G5,TNI AD,Disinfektan 20 Liter,20 Liter,Jerigen,,1,"Rp330,000","Rp330,000",20,20
27-Mar-20,OUT,27.09,G6,TNI AD,Kaporit,Tjiwi Kimia,Ember,,1,"Rp500,000","Rp500,000",15,15
27-Mar-20,OUT,27.1,G5,Others,Wipol,,Pouch,,12,"Rp15,500","Rp186,000",0.78,9.36
27-Mar-20,OUT,27.11,G2,MP PMI,Masker Bedah,3 Ply,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
27-Mar-20,OUT,27.11,G5,MP PMI,Hand Sanitizer Saku,,Pcs,,6,"Rp26,000","Rp156,000",0.1,0.6
27-Mar-20,OUT,27.12,G2,UDD PMI Pusat,Masker Bedah,3 Ply,Pcs,,"3,750","Rp7,000","Rp26,250,000",0.006,22.5
27-Mar-20,OUT,27.12,G5,UDD PMI Pusat,Hand Sanitizer 20 Liter,20 liter,Jerigen,,1,"Rp700,000","Rp700,000",20,20
27-Mar-20,OUT,27.13,G3,Paspampres,Sprayer,Elektrik,Unit,,4,"Rp650,000","Rp2,600,000",7.3,29.2
27-Mar-20,OUT,27.13,G5,Paspampres,Virkon,2.5 Kg,Can,,10,"Rp2,200,000","Rp22,000,000",2.5,25
27-Mar-20,OUT,27.13,G5,Paspampres,Hand Sanitizer Saku,,Pcs,,27,"Rp26,000","Rp702,000",0.1,2.7
27-Mar-20,OUT,27.13,G2,Paspampres,Masker Bedah,3 Ply,Pcs,,150,"Rp7,000","Rp1,050,000",0.006,0.9
27-Mar-20,OUT,27.13,G2,Paspampres,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
27-Mar-20,OUT,27.13,G2,Paspampres,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
27-Mar-20,OUT,27.14,G1,PMI Kota Malang,Sepatu Boot,AP Boot,Pasang,,10,"Rp165,000","Rp1,650,000",1.8,18
27-Mar-20,OUT,27.14,G3,PMI Kota Malang,Sprayer,Elektrik,Unit,,10,"Rp650,000","Rp6,500,000",7.3,73
27-Mar-20,OUT,27.14,G2,PMI Kota Malang,Masker Bedah,3 Ply,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
27-Mar-20,OUT,27.15,G5,Paspampres,Disinfektan 20 Liter,20 Liter,Jerigen,,1,"Rp330,000","Rp330,000",20,20
27-Mar-20,OUT,27.2,G3,PMI Kabupaten Banggai Laut,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
27-Mar-20,OUT,27.2,G2,PMI Kabupaten Banggai Laut,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
27-Mar-20,OUT,27.21,G3,PMI Kabupaten Bangka Barat,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
27-Mar-20,OUT,27.22,G3,PMI Kabupaten Belitung,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
27-Mar-20,OUT,27.23,G3,PMI Kabupaten Kotawaringin Timur,Sprayer,Elektrik,Unit,,5,"Rp650,000","Rp3,250,000",7.3,36.5
27-Mar-20,OUT,27.23,G2,PMI Kabupaten Kotawaringin Timur,Masker Bedah,3 Ply,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
27-Mar-20,OUT,27.24,G3,PMI Kabupaten Rote Ndao,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
27-Mar-20,OUT,27.25,G3,PMI Kabupaten Toraja Utara,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
27-Mar-20,OUT,27.26,G3,PMI Kota Palu,Sprayer,Elektrik,Unit,,5,"Rp650,000","Rp3,250,000",7.3,36.5
27-Mar-20,OUT,27.27,G3,PMI Provinsi Aceh,Sprayer,Elektrik,Unit,,20,"Rp650,000","Rp13,000,000",7.3,146
27-Mar-20,OUT,27.28,G3,PMI Provinsi Maluku Utara,Sprayer,Elektrik,Unit,,30,"Rp650,000","Rp19,500,000",7.3,219
27-Mar-20,OUT,27.29,G3,PMI Provinsi Sulawesi Utara,Sprayer,Elektrik,Unit,,20,"Rp650,000","Rp13,000,000",7.3,146
27-Mar-20,OUT,27.3,G3,PMI Provinsi Sumatera Barat,Sprayer,Elektrik,Unit,,40,"Rp650,000","Rp26,000,000",7.3,292
27-Mar-20,OUT,27.3,G2,PMI Provinsi Sumatera Barat,Masker Bedah,3 Ply,Pcs,,"4,000","Rp7,000","Rp28,000,000",0.006,24
28-Mar-20,IN,28.01,G2,Gudang Regional PMI_Serang,Rompi PMI,,Pcs,90,,"Rp150,000","Rp13,500,000",0.5,45
28-Mar-20,IN,28.01,G3,Gudang Regional PMI_Serang,Matras Gulung,,Pcs,100,,,,,0
28-Mar-20,OUT,28.01,G1,TNI AU,Kacamata,Krisbow,Pcs,,5,"Rp148,500","Rp742,500",0.03,0.15
28-Mar-20,OUT,28.01,G1,TNI AU,Kacamata,Krisbow,Pcs,,5,"Rp148,500","Rp742,500",0.03,0.15
28-Mar-20,OUT,28.01,G3,TNI AU,Sprayer,Elektrik,Unit,,4,"Rp650,000","Rp2,600,000",7.3,29.2
28-Mar-20,OUT,28.01,G3,TNI AU,Kompresor Set,Sanchin,Set,,1,"Rp3,200,000","Rp3,200,000",60,60
28-Mar-20,OUT,28.01,G3,TNI AU,Sprayer,Elektrik,Unit,,4,"Rp650,000","Rp2,600,000",7.3,29.2
28-Mar-20,OUT,28.01,G3,TNI AU,Tandon Air 300 lt,300 Liter,Unit,,2,"Rp550,000","Rp1,100,000",5,10
28-Mar-20,OUT,28.01,G6,TNI AU,Kaporit,Tjiwi Kimia,Ember,,1,"Rp500,000","Rp500,000",15,15
28-Mar-20,IN,28.02,G1,Swasta,Sepatu Boot,AP Boot,Pasang,"1,000",,"Rp165,000","Rp165,000,000",1.8,1800
28-Mar-20,IN,28.02,G1,Swasta,Sarung Tangan Karet,Krisbow,Pasang,"1,000",,"Rp150,000","Rp150,000,000",0.08,80
28-Mar-20,OUT,28.03,G2,IFRC,Masker Bedah,3 Ply,Pcs,,"8,900","Rp7,000","Rp62,300,000",0.006,53.4
28-Mar-20,OUT,28.03,G2,Paspampres,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
28-Mar-20,OUT,28.03,G1,MP PMI,Sepatu Boot,AP Boot,Pasang,,1,"Rp165,000","Rp165,000",1.8,1.8
28-Mar-20,OUT,28.03,G3,Paspampres,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
28-Mar-20,OUT,28.03,G5,Paspampres,Hand Sanitizer Saku,,Pcs,,10,"Rp26,000","Rp260,000",0.1,1
28-Mar-20,OUT,28.03,G5,Paspampres,Wipol,,Pouch,,10,"Rp15,500","Rp155,000",0.78,7.8
28-Mar-20,IN,28.03,G5,Swasta,Disinfektan 20 Liter,20 Liter,Jerigen,150,,"Rp330,000","Rp49,500,000",20,3000
28-Mar-20,IN,28.03,G5,Swasta,Hand Sanitizer 20 Liter,20 liter,Jerigen,50,,"Rp700,000","Rp35,000,000",20,1000
28-Mar-20,IN,28.04,G2,Non profit organization,Masker Kain,,Pcs,"25,000",,"Rp7,000.00","Rp175,000,000",0.02,500
28-Mar-20,OUT,28.04,G2,Tim Depo,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
28-Mar-20,OUT,28.04,G2,Tim Depo,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
28-Mar-20,OUT,28.04,G2,Tim Depo,Sarung Tangan Latex,Nitril,Pcs,,500,"Rp1,500","Rp750,000",0.006,3
28-Mar-20,OUT,28.04,G2,Tim Depo,Sarung Tangan Latex,Nitril,Pcs,,500,"Rp1,500","Rp750,000",0.006,3
28-Mar-20,OUT,28.04,G3,Tim Depo,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
28-Mar-20,OUT,28.04,G3,Tim Depo,Kompresor Set,Sanchin,Set,,2,"Rp3,200,000","Rp6,400,000",60,120
28-Mar-20,OUT,28.04,G3,Tim Depo,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
28-Mar-20,OUT,28.04,G5,Tim Depo,Hand Sanitizer 20 Liter,20 liter,Jerigen,,60,"Rp700,000","Rp42,000,000",20,1200
28-Mar-20,OUT,28.04,G5,Tim Depo,Disinfektan 20 Liter,20 Liter,Jerigen,,2,"Rp330,000","Rp660,000",20,40
28-Mar-20,OUT,28.04,G5,Tim Depo,Disinfektan 20 Liter,20 Liter,Jerigen,,2,"Rp330,000","Rp660,000",20,40
28-Mar-20,OUT,28.04,G5,Tim Depo,Hand Sanitizer 20 Liter,20 liter,Jerigen,,3,"Rp700,000","Rp2,100,000",20,60
28-Mar-20,OUT,28.05,G3,Tim Depo,Tandon Air 300 lt,300 Liter,Unit,,3,"Rp550,000","Rp1,650,000",5,15
28-Mar-20,OUT,28.06,G2,UDD PMI Kabupaten Garut,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
28-Mar-20,OUT,28.06,G5,UDD PMI Kabupaten Garut,Hand Sanitizer 20 Liter,20 liter,Jerigen,,5,"Rp700,000","Rp3,500,000",20,100
28-Mar-20,OUT,28.06,G5,UDD PMI Kabupaten Garut,Disinfektan 20 Liter,20 Liter,Jerigen,,20,"Rp330,000","Rp6,600,000",20,400
28-Mar-20,OUT,28.07,G2,RS. PMI Bogor,Sarung Tangan Latex,Nitril,Pcs,,"10,000","Rp1,500","Rp15,000,000",0.006,60
28-Mar-20,OUT,28.08,G5,RS. UD Bekasi,Hand Sanitizer 20 Liter,20 liter,Jerigen,,6,"Rp700,000","Rp4,200,000",20,120
28-Mar-20,OUT,28.08,G5,RS. UD Bekasi,Disinfektan 20 Liter,20 Liter,Jerigen,,5,"Rp330,000","Rp1,650,000",20,100
28-Mar-20,OUT,28.09,G1,Pelatihan,Hazmat,Typek,Pcs,,2,"Rp275,000","Rp550,000",0.08,0.16
28-Mar-20,OUT,28.09,G2,Pelatihan,Sarung Tangan Latex,Nitril,Pcs,,100,"Rp1,500","Rp150,000",0.006,0.6
28-Mar-20,OUT,28.09,G5,Pelatihan,Hand Sanitizer Saku,,Pcs,,9,"Rp26,000","Rp234,000",0.1,0.9
28-Mar-20,OUT,28.09,G7,Pelatihan,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
28-Mar-20,OUT,28.09,G2,Pelatihan,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
28-Mar-20,OUT,28.1,G5,PMI Kota Jakarta Pusat,Hand Sanitizer 20 Liter,20 liter,Jerigen,,5,"Rp700,000","Rp3,500,000",20,100
28-Mar-20,OUT,28.1,G5,PMI Kota Jakarta Pusat,Disinfektan 20 Liter,20 Liter,Jerigen,,54,"Rp330,000","Rp17,820,000",20,1080
28-Mar-20,OUT,28.11,G5,UDD PMI Kabupaten Ciamis,Hand Sanitizer 20 Liter,20 liter,Jerigen,,5,"Rp700,000","Rp3,500,000",20,100
28-Mar-20,OUT,28.11,G5,UDD PMI Kabupaten Ciamis,Disinfektan 20 Liter,20 Liter,Jerigen,,32,"Rp330,000","Rp10,560,000",20,640
28-Mar-20,OUT,28.12,G5,PMI Kota Jakarta Barat,Hand Sanitizer 20 Liter,20 liter,Jerigen,,5,"Rp700,000","Rp3,500,000",20,100
28-Mar-20,OUT,28.12,G5,PMI Kota Jakarta Barat,Disinfektan 20 Liter,20 Liter,Jerigen,,1,"Rp330,000","Rp330,000",20,20
28-Mar-20,OUT,28.13,G2,Staff MP PMI,Masker Bedah,3 Ply,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
28-Mar-20,OUT,28.13,G3,Staff MP PMI,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
28-Mar-20,OUT,28.13,G5,Staff MP PMI,Hand Sanitizer Saku,,Pcs,,2,"Rp26,000","Rp52,000",0.1,0.2
28-Mar-20,OUT,28.14,G1,MP PMI,Kacamata,Krisbow,Pcs,,1,"Rp148,500","Rp148,500",0.03,0.03
28-Mar-20,OUT,28.14,G1,MP PMI,Sarung Tangan Karet,Krisbow,Pasang,,1,"Rp150,000","Rp150,000",0.08,0.08
28-Mar-20,OUT,28.14,G3,MP PMI,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
28-Mar-20,OUT,28.14,G5,MP PMI,Wipol,,Pouch,,5,"Rp15,500","Rp77,500",0.78,3.9
28-Mar-20,OUT,28.16,G2,Wisma PMI,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
28-Mar-20,OUT,28.16,G5,Wisma PMI,Wipol,,Pouch,,5,"Rp15,500","Rp77,500",0.78,3.9
28-Mar-20,OUT,28.16,G5,Wisma PMI,Disinfektan 20 Liter,20 Liter,Jerigen,,1,"Rp330,000","Rp330,000",20,20
28-Mar-20,OUT,28.17,G5,PMI Kota Jakarta Barat,Hand Sanitizer 20 Liter,20 liter,Jerigen,,10,"Rp700,000","Rp7,000,000",20,200
28-Mar-20,OUT,28.17,G5,PMI Kota Jakarta Barat,Disinfektan 20 Liter,20 Liter,Jerigen,,20,"Rp330,000","Rp6,600,000",20,400
28-Mar-20,OUT,28.18,G5,Non PMI - Dinas Kesehatan Bekasi,Hand Sanitizer 20 Liter,20 liter,Jerigen,,100,"Rp700,000","Rp70,000,000",20,2000
28-Mar-20,OUT,28.18,G5,Non PMI - Dinas Kesehatan Bekasi,Disinfektan 20 Liter,20 Liter,Jerigen,,30,"Rp330,000","Rp9,900,000",20,600
28-Mar-20,OUT,28.19,G3,Staff MP PMI,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
28-Mar-20,OUT,28.19,G5,Staff MP PMI,Hand Sanitizer Saku,,Pcs,,10,"Rp26,000","Rp260,000",0.1,1
28-Mar-20,OUT,28.19,G2,Staff MP PMI,Masker Bedah,3 Ply,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
28-Mar-20,OUT,28.2,G1,PMI Kabupaten Natuna,Kacamata,Krisbow,Pcs,,3,"Rp148,500","Rp445,500",0.03,0.09
28-Mar-20,OUT,28.2,G1,PMI Kabupaten Natuna,Sepatu Boot,AP Boot,Pasang,,3,"Rp165,000","Rp495,000",1.8,5.4
28-Mar-20,OUT,28.2,G3,PMI Kabupaten Natuna,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
28-Mar-20,OUT,28.2,G2,PMI Kabupaten Natuna,Masker Bedah,3 Ply,Pcs,,150,"Rp7,000","Rp1,050,000",0.006,0.9
28-Mar-20,OUT,28.21,G1,MP PMI,Sepatu Boot,AP Boot,Pasang,,1,"Rp165,000","Rp165,000",1.8,1.8
28-Mar-20,OUT,28.21,G1,MP PMI,Kacamata,Krisbow,Pcs,,1,"Rp148,500","Rp148,500",0.03,0.03
28-Mar-20,OUT,28.21,G1,MP PMI,Sarung Tangan Karet,Krisbow,Pasang,,1,"Rp150,000","Rp150,000",0.08,0.08
28-Mar-20,OUT,28.21,G3,MP PMI,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
28-Mar-20,OUT,28.21,G5,MP PMI,Wipol,,Pouch,,3,"Rp15,500","Rp46,500",0.78,2.34
28-Mar-20,OUT,28.21,G2,MP PMI,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
28-Mar-20,OUT,28.22,G5,RS. U Bunda Jakarta,Hand Sanitizer 20 Liter,20 liter,Jerigen,,5,"Rp700,000","Rp3,500,000",20,100
28-Mar-20,OUT,28.22,G5,RS. U Bunda Jakarta,Disinfektan 20 Liter,20 Liter,Jerigen,,5,"Rp330,000","Rp1,650,000",20,100
28-Mar-20,OUT,28.23,G5,Individu,Hand Sanitizer Saku,,Pcs,,2,"Rp26,000","Rp52,000",0.1,0.2
28-Mar-20,OUT,28.23,G2,Individu,Masker Bedah,3 Ply,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
28-Mar-20,OUT,28.24,G5,PMI Provinsi DKI Jakarta,Disinfektan 20 Liter,20 Liter,Jerigen,,200,"Rp330,000","Rp66,000,000",20,4000
28-Mar-20,OUT,28.25,G1,Non PMI - Walubi,Kacamata,Krisbow,Pcs,,5,"Rp148,500","Rp742,500",0.03,0.15
28-Mar-20,OUT,28.25,G1,Non PMI - Walubi,Sepatu Boot,AP Boot,Pasang,,5,"Rp165,000","Rp825,000",1.8,9
28-Mar-20,OUT,28.25,G3,Non PMI - Walubi,Sprayer,Elektrik,Unit,,5,"Rp650,000","Rp3,250,000",7.3,36.5
28-Mar-20,OUT,28.27,G3,TNI AL,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
28-Mar-20,OUT,28.27,G1,TNI AL,Sepatu Boot,AP Boot,Pasang,,1,"Rp165,000","Rp165,000",1.8,1.8
28-Mar-20,OUT,28.27,G2,TNI AL,Masker Bedah,3 Ply,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
29-Mar-20,OUT,29.01,G2,MP PMI,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
29-Mar-20,OUT,29.01,G2,MP PMI,Sarung Tangan Latex,Nitril,Pcs,,200,"Rp1,500","Rp300,000",0.006,1.2
29-Mar-20,OUT,29.01,G5,MP PMI,Virkon,2.5 Kg,Can,,1,"Rp2,200,000","Rp2,200,000",2.5,2.5
29-Mar-20,OUT,29.01,G5,MP PMI,Hand Sanitizer Saku,,Pcs,,36,"Rp26,000","Rp936,000",0.1,3.6
29-Mar-20,IN,29.01,G5,Swasta,Disinfektan 20 Liter,20 Liter,Jerigen,150,,"Rp330,000","Rp49,500,000",20,3000
29-Mar-20,IN,29.01,G5,Swasta,Hand Sanitizer 20 Liter,20 liter,Jerigen,50,,"Rp700,000","Rp35,000,000",20,1000
29-Mar-20,OUT,29.02,G2,Staff MP PMI,Masker Bedah,3 Ply,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
29-Mar-20,OUT,29.02,G3,Staff MP PMI,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
29-Mar-20,OUT,29.02,G2,Staff MP PMI,Masker N95,3M,Pcs,,40,"Rp108,240","Rp4,329,600",0.04,1.6
29-Mar-20,OUT,29.02,G2,Staff MP PMI,Sarung Tangan Latex,Nitril,Pcs,,300,"Rp1,500","Rp450,000",0.006,1.8
29-Mar-20,OUT,29.02,G5,Staff MP PMI,Disinfektan 20 Liter,20 Liter,Jerigen,,1,"Rp330,000","Rp330,000",20,20
29-Mar-20,OUT,29.02,G5,Staff MP PMI,Hand Sanitizer Saku,,Pcs,,36,"Rp26,000","Rp936,000",0.1,3.6
29-Mar-20,OUT,29.03,G3,PMI Kepulauan Seribu,Sprayer,Elektrik,Unit,,1,"Rp650,000","Rp650,000",7.3,7.3
29-Mar-20,OUT,29.03,G5,PMI Kepulauan Seribu,Wipol,,Pouch,,60,"Rp15,500","Rp930,000",0.78,46.8
29-Mar-20,OUT,29.04,G5,Non PMI - Klinik Bhakti Kartini,Hand Sanitizer 20 Liter,20 liter,Jerigen,,200,"Rp700,000","Rp140,000,000",20,4000
29-Mar-20,OUT,29.04,G5,Non PMI - Klinik Pratama Bhakti,Hand Sanitizer 20 Liter,20 liter,Jerigen,,10,"Rp700,000","Rp7,000,000",20,200
29-Mar-20,OUT,29.04,G5,Non PMI - Klinik Pratama Bhakti,Disinfektan 20 Liter,20 Liter,Jerigen,,10,"Rp330,000","Rp3,300,000",20,200
29-Mar-20,OUT,29.05,G1,Staff MP PMI,Sepatu Boot,AP Boot,Pasang,,2,"Rp165,000","Rp330,000",1.8,3.6
29-Mar-20,OUT,29.05,G1,Staff MP PMI,Sarung Tangan Karet,Krisbow,Pasang,,2,"Rp150,000","Rp300,000",0.08,0.16
29-Mar-20,OUT,29.05,G1,Staff MP PMI,Kacamata,Krisbow,Pcs,,2,"Rp148,500","Rp297,000",0.03,0.06
29-Mar-20,OUT,29.05,G3,Staff MP PMI,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
29-Mar-20,OUT,29.05,G5,Staff MP PMI,Disinfektan 20 Liter,20 Liter,Jerigen,,2,"Rp330,000","Rp660,000",20,40
29-Mar-20,OUT,29.06,G1,PMI Kota Jakarta Selatan,Hazmat,Typek,Pcs,,2,"Rp275,000","Rp550,000",0.08,0.16
29-Mar-20,OUT,29.07,G2,RS. PMI Bogor,Masker N95,3M,Pcs,,"2,500","Rp108,240","Rp270,600,000",0.04,100
29-Mar-20,OUT,29.08,G5,Staff MP PMI,Wipol,,Pouch,,24,"Rp15,500","Rp372,000",0.78,18.72
29-Mar-20,OUT,29.09,G1,Non PMI - Dewan Masjid Indonesia,Sepatu Boot,AP Boot,Pasang,,20,"Rp165,000","Rp3,300,000",1.8,36
29-Mar-20,OUT,29.09,G1,Non PMI - Dewan Masjid Indonesia,Kacamata,Krisbow,Pcs,,20,"Rp148,500","Rp2,970,000",0.03,0.6
29-Mar-20,OUT,29.09,G1,Non PMI - Dewan Masjid Indonesia,Sarung Tangan Karet,Krisbow,Pasang,,20,"Rp150,000","Rp3,000,000",0.08,1.6
29-Mar-20,OUT,29.09,G1,Non PMI - Dewan Masjid Indonesia,Hazmat,Typek,Pcs,,20,"Rp275,000","Rp5,500,000",0.08,1.6
29-Mar-20,OUT,29.09,G2,Non PMI - Dewan Masjid Indonesia,Sarung Tangan Latex,Nitril,Pcs,,"2,000","Rp1,500","Rp3,000,000",0.006,12
29-Mar-20,OUT,29.09,G3,Non PMI - Dewan Masjid Indonesia,Sprayer,Elektrik,Unit,,20,"Rp650,000","Rp13,000,000",7.3,146
29-Mar-20,OUT,29.1,G2,Pelatihan,Sarung Tangan Latex,Nitril,Pcs,,100,"Rp1,500","Rp150,000",0.006,0.6
29-Mar-20,OUT,29.1,G5,Pelatihan,Hand Sanitizer Saku,,Pcs,,3,"Rp26,000","Rp78,000",0.1,0.3
29-Mar-20,OUT,29.1,G7,Pelatihan,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
29-Mar-20,OUT,29.11,G1,Individu,Sarung Tangan Karet,Krisbow,Pasang,,2,"Rp150,000","Rp300,000",0.08,0.16
29-Mar-20,OUT,29.11,G2,Individu,Masker Bedah,3 Ply,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
29-Mar-20,OUT,29.12,G1,Non PMI - BKPRMI,Sepatu Boot,AP Boot,Pasang,,20,"Rp165,000","Rp3,300,000",1.8,36
29-Mar-20,OUT,29.12,G1,Non PMI - BKPRMI,Kacamata,Krisbow,Pcs,,20,"Rp148,500","Rp2,970,000",0.03,0.6
29-Mar-20,OUT,29.12,G1,Non PMI - BKPRMI,Sarung Tangan Karet,Krisbow,Pasang,,20,"Rp150,000","Rp3,000,000",0.08,1.6
29-Mar-20,OUT,29.12,G1,Non PMI - BKPRMI,Hazmat,Typek,Pcs,,20,"Rp275,000","Rp5,500,000",0.08,1.6
