Tanggal,IN / OUT,Nomor GDN/GRN,Gudang,Dari/Kepada-Masking,Nama Barang,Merk/Jenis-Deleted,Satuan, Masuk, Keluar,Nilai, Jumlah,Berat,Total Berat
01-Feb-20,IN,1.01,G2,Gudang Regional PMI_Serang,Masker Bedah,Sensi,Pcs,"350,000",,"Rp7,000","Rp2,450,000,000",0.006,2100
01-Feb-20,OUT,1.01,G2,Ketua Umum,Masker N95,3M,Pcs,,800,"Rp108,240","Rp86,592,000",0.04,32
01-Feb-20,OUT,1.02,G2,PMI Kabupaten Natuna,Masker Bedah,Sensi,Pcs,,"20,000","Rp7,000","Rp140,000,000",0.006,120
05-Feb-20,OUT,5.01,G2,Palang Merah Hongkong,Masker Bedah,Sensi,Pcs,,"50,000","Rp7,000","Rp350,000,000",0.006,300
05-Feb-20,OUT,5.02,G2,Lain-lain,Masker Bedah,Sensi,Pcs,,"4,000","Rp7,000","Rp28,000,000",0.006,24
05-Feb-20,OUT,5.02,G2,Lain-lain,Masker N95,3M,Pcs,,"1,000","Rp108,240","Rp108,240,000",0.04,40
05-Feb-20,OUT,5.03,G2,Staff MP PMI,Masker Bedah,Sensi,Pcs,,200,"Rp7,000","Rp1,400,000",0.006,1.2
11-Feb-20,OUT,11.01,G2,Individu,Masker Bedah,Sensi,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
12-Feb-20,OUT,12.01,G2,Individu,Masker Bedah,Sensi,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
14-Feb-20,OUT,14.01,G2,Staff MP PMI,Masker Bedah,Sensi,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
17-Feb-20,OUT,17.01,G2,Individu,Masker Bedah,Sensi,Pcs,,"2,000","Rp7,000","Rp14,000,000",0.006,12
17-Feb-20,OUT,17.02,G2,MP PMI,Masker Bedah,Sensi,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
24-Feb-20,OUT,24.01,G2,Individu,Masker Bedah,Sensi,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
24-Feb-20,OUT,24.01,G2,Individu,Masker N95,3M,Pcs,,100,"Rp108,240","Rp10,824,000",0.04,4
24-Feb-20,OUT,24.02,G2,MP PMI,Masker Bedah,Sensi,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
24-Feb-20,OUT,24.03,G2,MP PMI,Masker Bedah,Sensi,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
24-Feb-20,OUT,24.04,G2,MP PMI,Masker Bedah,Sensi,Pcs,,150,"Rp7,000","Rp1,050,000",0.006,0.9
24-Feb-20,OUT,24.05,G2,MP PMI,Masker Bedah,Sensi,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
02-Mar-20,IN,2.01,G1,Gudang Regional PMI_Serang,Hazmat,Typek,Pcs,300,,"Rp275,000","Rp82,500,000",0.08,24
02-Mar-20,IN,2.02,G1,Swasta,Kacamata,Krisbow,Pcs,6,,"Rp148,500","Rp891,000",0.03,0.18
02-Mar-20,IN,2.03,G1,Swasta,Kacamata,Krisbow,Pcs,10,,"Rp148,500","Rp1,485,000",0.03,0.3
02-Mar-20,IN,2.04,G1,Swasta,Sepatu Boot,Krisbow,Pasang,2,,"Rp165,000","Rp330,000",1.8,3.6
02-Mar-20,IN,2.04,G1,Swasta,Sepatu Boot,Krisbow,Pasang,2,,"Rp165,000","Rp330,000",1.8,3.6
02-Mar-20,IN,2.04,G1,Swasta,Sepatu Boot,Krisbow,Pasang,1,,"Rp165,000","Rp165,000",1.8,1.8
02-Mar-20,IN,2.04,G1,Swasta,Sepatu Boot,Krisbow,Pasang,6,,"Rp165,000","Rp990,000",1.8,10.8
02-Mar-20,OUT,3.02,G2,MP PMI,Masker Bedah,Sensi,Pcs,,600,"Rp7,000","Rp4,200,000",0.006,3.6
03-Mar-20,OUT,3.01,G2,Individu,Masker Bedah,Sensi,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
03-Mar-20,OUT,3.01,G2,Individu,Masker N95,3M,Pcs,,40,"Rp108,240","Rp4,329,600",0.04,1.6
03-Mar-20,OUT,3.01,G5,PMI Kota Depok,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
03-Mar-20,OUT,3.01,G5,PMI Kota Depok,Disinfektan 5 Liter,5 Liter,Jerigen,,2,"Rp45,000","Rp90,000",5,10
03-Mar-20,IN,3.01,G1,Swasta,Sepatu Boot,AP Boot,Pasang,200,,"Rp165,000","Rp33,000,000",1.8,360
03-Mar-20,IN,3.01,G1,Swasta,Kacamata,Krisbow,Pcs,100,,"Rp148,500","Rp14,850,000",0.03,3
03-Mar-20,IN,3.02,G5,Swasta,Virkon,2.5 Kg,Can,5,,"Rp2,200,000","Rp11,000,000",2.5,12.5
03-Mar-20,OUT,3.08,G2,MP PMI,Masker Bedah,Sensi,Pcs,,200,"Rp7,000","Rp1,400,000",0.006,1.2
03-Mar-20,OUT,3.1,G2,MP PMI,Masker Bedah,Sensi,Pcs,,300,"Rp7,000","Rp2,100,000",0.006,1.8
03-Mar-20,OUT,3.1,G2,Staff MP PMI,Masker Bedah,Sensi,Pcs,,"10,100","Rp7,000","Rp70,700,000",0.006,60.6
03-Mar-20,OUT,4.03,G2,Driver,Masker Bedah,Sensi,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
03-Mar-20,OUT,5.03,G1,PMI Kota Depok,Hazmat,Typek,Pcs,,6,"Rp275,000","Rp1,650,000",0.08,0.48
03-Mar-20,OUT,5.03,G1,PMI Kota Depok,Kacamata,Krisbow,Pcs,,6,"Rp148,500","Rp891,000",0.03,0.18
03-Mar-20,OUT,5.04,G1,PMI Kota Depok,Sarung Tangan Karet,Krisbow,Pasang,,6,"Rp150,000","Rp900,000",0.08,0.48
03-Mar-20,OUT,5.05,G2,Paspampres,Masker N95,3M,Pcs,,100,"Rp108,240","Rp10,824,000",0.04,4
03-Mar-20,OUT,6.01,G1,PMI Kota Depok,Sepatu Boot,AP Boot,Pasang,,6,"Rp165,000","Rp990,000",1.8,10.8
03-Mar-20,OUT,6.02,G2,PMI Kota Depok,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
03-Mar-20,OUT,9.01,G3,PMI Kota Depok,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
04-Mar-20,OUT,4.01,G2,Driver,Masker Bedah,Sensi,Pcs,,50,"Rp7,000","Rp350,000",0.006,0.3
04-Mar-20,OUT,4.01,G2,MP PMI,Masker Bedah,Sensi,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
04-Mar-20,IN,4.01,G1,Swasta,Kacamata,Krisbow,Pcs,100,,"Rp148,500","Rp2,200,000",0.03,3
04-Mar-20,OUT,4.02,G2,MP PMI,Masker Bedah,Sensi,Pcs,,250,"Rp7,000","Rp1,750,000",0.006,1.5
04-Mar-20,IN,4.02,G5,Swasta,Virkon,2.5 Kg,Can,40,,"Rp2,200,000","Rp88,000,000",2.5,100
04-Mar-20,OUT,4.03,G2,MP PMI,Masker Bedah,Sensi,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
04-Mar-20,IN,4.03,G3,Swasta,Sprayer,Elektrik,Unit,25,,"Rp650,000","Rp16,250,000",7.3,182.5
05-Mar-20,OUT,5.01,G2,MP PMI,Masker Bedah,Sensi,Pcs,,600,"Rp7,000","Rp4,200,000",0.006,3.6
05-Mar-20,IN,5.01,G5,Individu,Hand Sanitizer Saku,Antis,Pcs,432,,"Rp26,000","Rp11,232,000",0.1,43.2
05-Mar-20,OUT,5.01,G1,PMI Kota Jakarta Selatan,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.01,G1,PMI Kota Jakarta Selatan,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.01,G1,PMI Kota Jakarta Selatan,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.01,G1,PMI Kota Jakarta Selatan,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.01,G2,PMI Kota Jakarta Selatan,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.01,G3,PMI Kota Jakarta Selatan,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.01,G5,PMI Kota Jakarta Selatan,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.02,G2,MP PMI,Masker Bedah,Sensi,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
05-Mar-20,IN,5.02,G5,Individu,Hand Sanitizer Saku,Antis,Pcs,288,,"Rp26,000","Rp7,488,000",0.1,28.8
05-Mar-20,OUT,5.02,G1,PMI Kota Medan,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.02,G1,PMI Kota Medan,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.02,G1,PMI Kota Medan,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.02,G1,PMI Kota Medan,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.02,G2,PMI Kota Medan,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.02,G3,PMI Kota Medan,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.02,G5,PMI Kota Medan,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,IN,5.03,G5,Individu,Hand Sanitizer Saku,Antis,Pcs,432,,"Rp26,000","Rp11,232,000",0.1,43.2
05-Mar-20,IN,5.03,G5,Individu,Hand Sanitizer Saku,Antis ,Pcs,68,,"Rp26,000","Rp1,768,000",0.1,6.8
05-Mar-20,OUT,5.03,G2,UDD PMI Pusat,Masker Bedah,Sensi,Pcs,,"2,500","Rp7,000","Rp17,500,000",0.006,15
05-Mar-20,OUT,5.04,G1,PMI Kota Jakarta Utara,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.04,G1,PMI Kota Jakarta Utara,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.04,G1,PMI Kota Jakarta Utara,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.04,G1,PMI Kota Jakarta Utara,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.04,G2,PMI Kota Jakarta Utara,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.04,G3,PMI Kota Jakarta Utara,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.04,G5,PMI Kota Jakarta Utara,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.04,G2,RS. PMI Bogor,Masker Bedah,Sensi,Pcs,,"4,000","Rp7,000","Rp28,000,000",0.006,24
05-Mar-20,IN,5.04,G3,Swasta,Sprayer,Elektrik,Unit,20,,"Rp650,000","Rp13,000,000",7.3,146
05-Mar-20,OUT,5.05,G2,Paspampres,Masker Bedah,Sensi,Pcs,,"2,000","Rp7,000","Rp14,000,000",0.006,12
05-Mar-20,IN,5.05,G5,Pembelian Langsung,Hand Sanitizer 500 ml,,Pcs,24,,"Rp30,000","Rp720,000",0.5,12
05-Mar-20,IN,5.05,G5,Pembelian Langsung,Virkon,2.5 Kg,Can,22,,"Rp2,200,000","Rp48,400,000",2.5,55
05-Mar-20,OUT,5.05,G1,PMI Kepulauan Seribu,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.05,G1,PMI Kepulauan Seribu,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.05,G1,PMI Kepulauan Seribu,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.05,G1,PMI Kepulauan Seribu,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.05,G2,PMI Kepulauan Seribu,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.05,G3,PMI Kepulauan Seribu,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.05,G5,PMI Kepulauan Seribu,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.06,G1,PMI Kota Tangerang,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.06,G1,PMI Kota Tangerang,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.06,G1,PMI Kota Tangerang,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.06,G1,PMI Kota Tangerang,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.06,G2,PMI Kota Tangerang,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.06,G3,PMI Kota Tangerang,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.06,G5,PMI Kota Tangerang,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.07,G1,PMI Kota Semarang,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.07,G1,PMI Kota Semarang,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.07,G1,PMI Kota Semarang,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.07,G1,PMI Kota Semarang,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.07,G2,PMI Kota Semarang,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.07,G3,PMI Kota Semarang,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.07,G5,PMI Kota Semarang,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.08,G1,PMI Kota Jakarta Timur,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.08,G1,PMI Kota Jakarta Timur,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.08,G1,PMI Kota Jakarta Timur,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.08,G1,PMI Kota Jakarta Timur,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.08,G2,PMI Kota Jakarta Timur,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.08,G3,PMI Kota Jakarta Timur,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.08,G5,PMI Kota Jakarta Timur,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.09,G1,PMI Kota Jakarta Barat,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.09,G1,PMI Kota Jakarta Barat,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.09,G1,PMI Kota Jakarta Barat,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.09,G1,PMI Kota Jakarta Barat,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.09,G2,PMI Kota Jakarta Barat,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.09,G3,PMI Kota Jakarta Barat,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.09,G5,PMI Kota Jakarta Barat,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.1,G1,PMI Kota Jakarta Pusat,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.1,G1,PMI Kota Jakarta Pusat,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.1,G1,PMI Kota Jakarta Pusat,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.1,G1,PMI Kota Jakarta Pusat,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.1,G2,PMI Kota Jakarta Pusat,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.1,G3,PMI Kota Jakarta Pusat,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.1,G5,PMI Kota Jakarta Pusat,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.11,G2,PMI Kota Makasar,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.11,G1,PMI Kota Makassar,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.11,G1,PMI Kota Makassar,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.11,G1,PMI Kota Makassar,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.11,G1,PMI Kota Makassar,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.11,G3,PMI Kota Makassar,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.11,G5,PMI Kota Makassar,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.12,G1,PMI Kota Manado,Hazmat,Typek,Pcs,,25,"Rp275,000","Rp6,875,000",0.08,2
05-Mar-20,OUT,5.12,G1,PMI Kota Manado,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.12,G1,PMI Kota Manado,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.12,G1,PMI Kota Manado,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.12,G2,PMI Kota Manado,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.12,G3,PMI Kota Manado,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.12,G5,PMI Kota Manado,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.13,G1,PMI Kota Batam,Hazmat,Typek,Pcs,,15,"Rp275,000","Rp4,125,000",0.08,1.2
05-Mar-20,OUT,5.13,G1,PMI Kota Batam,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
05-Mar-20,OUT,5.13,G1,PMI Kota Batam,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
05-Mar-20,OUT,5.13,G1,PMI Kota Batam,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
05-Mar-20,OUT,5.13,G2,PMI Kota Batam,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
05-Mar-20,OUT,5.13,G3,PMI Kota Batam,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
05-Mar-20,OUT,5.13,G5,PMI Kota Batam,Virkon,2.5 Kg,Can,,5,"Rp2,200,000","Rp11,000,000",2.5,12.5
05-Mar-20,OUT,5.14,G2,Staff MP PMI,Masker N95,3M,Pcs,,40,"Rp108,240","Rp4,329,600",0.04,1.6
05-Mar-20,OUT,5.14,G2,Staff MP PMI,Masker Bedah,Sensi,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
06-Mar-20,IN,6.01,G5,Swasta,Virkon,2.5 Kg,Can,40,,"Rp2,200,000","Rp88,000,000",2.5,100
06-Mar-20,IN,6.02,G5,Pembelian Langsung,Hand Sanitizer 5 Liter,5 liter,Jerigen,5,,"Rp250,000","Rp1,250,000",5,25
09-Mar-20,IN,9.01,G2,#ERROR!,Masker N95,3M,Pcs,"2,000",,"Rp108,240","Rp216,480,000",0.04,80
09-Mar-20,OUT,9.01,G2,Paspampres,Masker Bedah,Sensi,Pcs,,300,"Rp7,000","Rp2,100,000",0.006,1.8
10-Mar-20,OUT,10.01,G2,MP PMI,Masker Bedah,Sensi,Pcs,,"1,000","Rp7,000","Rp7,000,000",0.006,6
10-Mar-20,OUT,10.02,G2,MP PMI,Masker Bedah,Sensi,Pcs,,500,"Rp7,000","Rp3,500,000",0.006,3
10-Mar-20,OUT,10.03,G2,Staff MP PMI,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
12-Mar-20,OUT,12.01,G1,PMI Kota Surabaya,Hazmat,Typek,Pcs,,15,"Rp275,000","Rp4,125,000",0.08,1.2
12-Mar-20,OUT,12.01,G1,PMI Kota Surabaya,Kacamata,Krisbow,Pcs,,8,"Rp148,500","Rp1,188,000",0.03,0.24
12-Mar-20,OUT,12.01,G1,PMI Kota Surabaya,Sarung Tangan Karet,Krisbow,Pasang,,15,"Rp150,000","Rp2,250,000",0.08,1.2
12-Mar-20,OUT,12.01,G1,PMI Kota Surabaya,Sepatu Boot,AP Boot,Pasang,,15,"Rp165,000","Rp2,475,000",1.8,27
12-Mar-20,OUT,12.01,G2,PMI Kota Surabaya,Masker N95,3M,Pcs,,20,"Rp108,240","Rp2,164,800",0.04,0.8
12-Mar-20,OUT,12.01,G3,PMI Kota Surabaya,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
12-Mar-20,OUT,12.01,G5,PMI Kota Surabaya,Virkon,2.5 Kg,Can,,2,"Rp2,200,000","Rp4,400,000",2.5,5
15-Mar-20,IN,15.01,G1,Swasta,Hazmat,Tyvek,Pcs,100,,"Rp275,000","Rp27,500,000",0.08,8
15-Mar-20,IN,15.01,G1,Swasta,Kacamata,Krisbow,Pcs,100,,"Rp148,500","Rp14,850,000",0.03,3
15-Mar-20,OUT,15.01,G2,RS. PMI Bogor,Masker N95,3M,Pcs,,500,"Rp108,240","Rp54,120,000",0.04,20
16-Mar-20,IN,16.01,G5,Swasta,Virkon,2.5 Kg,Can,96,,"Rp2,200,000","Rp211,200,000",2.5,240
16-Mar-20,OUT,16.01,G1,PMI Provinsi DKI Jakarta,Hazmat,Typek,Pcs,,145,"Rp275,000","Rp39,875,000",0.08,11.6
16-Mar-20,OUT,16.01,G1,PMI Provinsi DKI Jakarta,Kacamata,Krisbow,Pcs,,125,"Rp148,500","Rp18,562,500",0.03,3.75
16-Mar-20,OUT,16.01,G1,PMI Provinsi DKI Jakarta,Sarung Tangan Karet,Krisbow,Pasang,,125,"Rp150,000","Rp18,750,000",0.08,10
16-Mar-20,OUT,16.01,G1,PMI Provinsi DKI Jakarta,Sepatu Boot,AP Boot,Pasang,,130,"Rp165,000","Rp21,450,000",1.8,234
16-Mar-20,OUT,16.01,G2,PMI Provinsi DKI Jakarta,Masker N95,3M,Pcs,,100,"Rp108,240","Rp10,824,000",0.04,4
16-Mar-20,OUT,16.01,G3,PMI Provinsi DKI Jakarta,Sprayer,Elektrik,Unit,,35,"Rp650,000","Rp22,750,000",7.3,255.5
16-Mar-20,OUT,16.01,G5,PMI Provinsi DKI Jakarta,Virkon,2.5 Kg,Can,,30,"Rp2,200,000","Rp66,000,000",2.5,75
16-Mar-20,IN,16.02,G3,Swasta,Sprayer,Elektrik,Unit,140,,"Rp650,000","Rp91,000,000",7.3,1022
16-Mar-20,OUT,16.02,G2,Paspampres,Masker Bedah,3 Ply,Pcs,,150,"Rp7,000","Rp1,050,000",0.006,0.9
16-Mar-20,OUT,16.02,G1,PMI Provinsi Papua,Hazmat,Typek,Pcs,,10,"Rp275,000","Rp2,750,000",0.08,0.8
16-Mar-20,OUT,16.02,G1,PMI Provinsi Papua,Kacamata,Krisbow,Pcs,,10,"Rp148,500","Rp1,485,000",0.03,0.3
16-Mar-20,OUT,16.02,G1,PMI Provinsi Papua,Sarung Tangan Karet,Krisbow,Pasang,,10,"Rp150,000","Rp1,500,000",0.08,0.8
16-Mar-20,OUT,16.02,G3,PMI Provinsi Papua,Sprayer,Elektrik,Unit,,3,"Rp650,000","Rp1,950,000",7.3,21.9
16-Mar-20,IN,16.03,G3,Swasta,Sprayer,Elektrik,Unit,130,,"Rp650,000","Rp84,500,000",7.3,949
16-Mar-20,OUT,16.03,G1,PMI Kota Jakarta Selatan,Hazmat,Typek,Pcs,,20,"Rp275,000","Rp5,500,000",0.08,1.6
16-Mar-20,OUT,16.03,G3,PMI Kota Jakarta Selatan,Sprayer,Elektrik,Unit,,2,"Rp650,000","Rp1,300,000",7.3,14.6
16-Mar-20,OUT,16.03,G5,PMI Kota Jakarta Selatan,Virkon,2.5 Kg,Can,,2,"Rp2,200,000","Rp4,400,000",2.5,5
16-Mar-20,IN,16.04,G3,Swasta,Sprayer,Elektrik,Unit,10,,"Rp650,000","Rp6,500,000",7.3,73
16-Mar-20,OUT,16.04,G1,PMI Kabupaten Tangerang,Hazmat,Typek,Pcs,,50,"Rp275,000","Rp13,750,000",0.08,4
16-Mar-20,OUT,16.04,G1,PMI Kabupaten Tangerang,Kacamata,Krisbow,Pcs,,10,"Rp148,500","Rp1,485,000",0.03,0.3
